age,job,marital,education,default,balance,housing,loan,contact,day,duration,campaign,pdays,previous,poutcome,y
48,entrepreneur,married,tertiary,no,0,yes,no,cellular,17,74,2,-1,0,unknown,no
32,blue-collar,married,primary,no,39,yes,no,cellular,7,128,1,-1,0,unknown,no
46,admin.,married,secondary,no,44,no,no,cellular,6,175,2,-1,0,unknown,no
32,blue-collar,married,primary,no,1261,yes,no,cellular,21,104,1,182,1,failure,no
54,management,married,secondary,no,282,yes,yes,unknown,5,154,1,-1,0,unknown,no
55,unknown,married,tertiary,no,3567,no,no,cellular,30,85,1,-1,0,unknown,no
56,retired,married,secondary,no,393,no,yes,cellular,26,183,1,221,2,failure,yes
35,admin.,single,secondary,no,0,yes,no,cellular,3,80,1,273,1,failure,no
47,unemployed,married,secondary,yes,0,no,no,cellular,18,81,2,-1,0,unknown,no
36,blue-collar,married,secondary,no,723,yes,no,cellular,31,101,2,-1,0,unknown,no
26,student,single,secondary,no,696,no,no,unknown,24,22,1,-1,0,unknown,no
25,technician,married,tertiary,no,2551,no,no,cellular,28,400,3,-1,0,unknown,yes
40,retired,single,secondary,no,1734,yes,no,unknown,3,123,4,-1,0,unknown,no
30,management,single,tertiary,no,1269,no,no,cellular,28,361,2,-1,0,unknown,no
39,blue-collar,married,secondary,no,180,yes,no,cellular,16,237,1,-1,0,unknown,no
33,management,single,tertiary,no,131,yes,no,cellular,12,209,3,427,2,failure,yes
36,technician,divorced,tertiary,no,0,no,no,unknown,23,539,2,-1,0,unknown,no
43,unemployed,married,secondary,no,1630,no,no,cellular,29,153,3,-1,0,unknown,no
47,housemaid,married,primary,no,0,yes,no,telephone,15,162,1,-1,0,unknown,no
45,admin.,married,secondary,no,3006,no,no,cellular,29,388,2,-1,0,unknown,yes
60,retired,married,secondary,no,4,no,no,cellular,28,602,3,-1,0,unknown,no
58,technician,married,secondary,no,7429,no,no,cellular,20,199,1,-1,0,unknown,no
30,technician,single,secondary,no,-208,yes,yes,unknown,13,108,1,-1,0,unknown,no
52,management,married,tertiary,no,1545,no,no,unknown,20,115,4,-1,0,unknown,no
44,technician,married,secondary,no,5163,no,no,cellular,11,48,2,-1,0,unknown,no
45,blue-collar,single,primary,no,695,yes,no,cellular,21,167,1,-1,0,unknown,no
49,technician,divorced,secondary,no,342,no,yes,cellular,19,58,3,-1,0,unknown,no
30,services,married,secondary,no,973,yes,no,cellular,21,156,2,-1,0,unknown,no
31,management,single,tertiary,no,34,no,no,cellular,22,121,1,-1,0,unknown,no
30,technician,divorced,secondary,no,4,yes,no,unknown,20,270,1,-1,0,unknown,no
29,management,single,tertiary,no,15459,no,no,cellular,26,245,3,97,7,success,no
39,services,married,secondary,no,1438,yes,no,unknown,20,212,2,-1,0,unknown,no
34,management,married,tertiary,no,1784,yes,no,cellular,17,43,2,-1,0,unknown,no
29,technician,single,tertiary,no,0,yes,no,cellular,7,347,2,337,6,failure,yes
34,blue-collar,married,tertiary,no,631,yes,no,cellular,18,25,1,-1,0,unknown,no
25,self-employed,single,tertiary,no,557,no,no,telephone,5,813,2,-1,0,unknown,no
31,technician,single,secondary,no,1094,yes,no,unknown,12,93,8,-1,0,unknown,no
37,management,single,tertiary,no,698,no,no,cellular,8,1081,2,-1,0,unknown,yes
37,student,single,unknown,no,444,no,no,cellular,4,1063,5,-1,0,unknown,yes
49,self-employed,married,tertiary,no,271,yes,no,cellular,18,140,4,-1,0,unknown,no
28,management,single,tertiary,no,41,yes,no,cellular,15,885,3,352,2,other,yes
50,technician,married,secondary,no,4,no,no,cellular,10,200,5,-1,0,unknown,no
32,blue-collar,married,primary,no,1518,yes,no,telephone,6,35,3,-1,0,unknown,no
36,blue-collar,single,secondary,no,219,yes,yes,cellular,11,270,2,347,1,failure,no
59,technician,married,secondary,no,0,yes,no,cellular,14,145,1,-1,0,unknown,no
42,admin.,divorced,secondary,no,-67,no,no,cellular,21,137,2,-1,0,unknown,no
58,management,divorced,tertiary,no,5,yes,no,unknown,9,412,1,-1,0,unknown,no
50,technician,divorced,secondary,no,-403,no,yes,cellular,17,130,2,119,2,failure,no
59,technician,married,secondary,no,4263,no,yes,cellular,20,426,2,-1,0,unknown,no
41,blue-collar,married,primary,no,-692,yes,no,cellular,8,125,2,-1,0,unknown,no
41,unemployed,divorced,tertiary,no,-198,yes,no,cellular,17,165,1,-1,0,unknown,no
57,retired,married,secondary,no,1044,no,no,telephone,12,567,1,182,3,success,yes
36,technician,married,secondary,no,22,no,no,unknown,6,464,1,-1,0,unknown,no
60,housemaid,married,primary,no,2580,no,no,telephone,4,15,5,-1,0,unknown,no
30,admin.,married,secondary,no,-68,yes,no,cellular,10,327,1,-1,0,unknown,no
54,management,married,tertiary,no,292,no,no,unknown,12,120,1,-1,0,unknown,no
27,blue-collar,married,primary,no,-443,no,yes,cellular,21,93,4,-1,0,unknown,no
33,technician,single,tertiary,no,49,no,no,cellular,25,476,3,-1,0,unknown,no
51,blue-collar,married,primary,no,2315,no,no,cellular,7,111,2,-1,0,unknown,no
31,management,single,tertiary,no,2016,no,no,cellular,30,209,1,-1,0,unknown,yes
54,technician,married,secondary,no,89,yes,no,cellular,10,140,3,-1,0,unknown,no
52,technician,divorced,secondary,no,2816,no,no,unknown,20,492,3,-1,0,unknown,no
31,blue-collar,married,secondary,no,897,yes,no,unknown,20,26,2,-1,0,unknown,no
45,management,married,tertiary,no,199,no,no,unknown,19,95,5,-1,0,unknown,no
31,admin.,married,secondary,no,84,yes,no,cellular,22,580,3,-1,0,unknown,no
48,technician,married,secondary,no,101,yes,no,cellular,21,338,3,-1,0,unknown,no
43,technician,married,secondary,no,4945,yes,no,cellular,3,219,3,185,2,success,yes
50,blue-collar,married,secondary,no,74,yes,yes,unknown,27,146,1,-1,0,unknown,no
45,services,married,secondary,no,-1621,yes,yes,cellular,15,8,2,346,5,failure,no
30,technician,single,secondary,no,3,no,no,cellular,22,198,2,-1,0,unknown,no
43,blue-collar,married,primary,no,-98,yes,yes,cellular,12,112,2,330,3,other,no
56,management,married,tertiary,no,14344,yes,no,cellular,5,358,1,-1,0,unknown,no
33,services,married,secondary,yes,-319,yes,no,cellular,25,142,1,-1,0,unknown,no
72,retired,married,primary,no,806,no,no,cellular,19,169,1,-1,0,unknown,no
31,entrepreneur,married,tertiary,no,79,yes,no,unknown,18,558,1,-1,0,unknown,no
24,admin.,single,secondary,no,926,yes,yes,cellular,15,191,1,-1,0,unknown,no
60,admin.,divorced,unknown,no,791,yes,no,unknown,13,144,1,-1,0,unknown,no
37,management,married,secondary,no,565,no,no,cellular,6,174,1,93,3,failure,yes
30,self-employed,married,tertiary,no,2666,no,no,cellular,4,467,1,-1,0,unknown,yes
56,blue-collar,married,primary,no,563,no,no,telephone,16,51,1,-1,0,unknown,no
34,admin.,divorced,secondary,no,627,yes,no,unknown,7,283,2,-1,0,unknown,no
30,management,single,tertiary,no,2419,no,yes,cellular,5,213,2,-1,0,unknown,no
52,blue-collar,married,primary,no,9444,no,no,cellular,7,271,3,-1,0,unknown,no
33,services,married,secondary,no,207,yes,no,cellular,14,629,4,-1,0,unknown,yes
36,services,married,secondary,no,488,yes,no,cellular,6,220,5,-1,0,unknown,no
33,management,married,tertiary,no,603,yes,no,cellular,29,265,1,-1,0,unknown,no
46,technician,married,secondary,no,278,yes,no,cellular,10,185,1,-1,0,unknown,no
52,management,married,tertiary,no,3732,no,no,telephone,18,212,2,-1,0,unknown,no
26,blue-collar,married,primary,no,755,yes,no,unknown,28,61,1,-1,0,unknown,no
47,admin.,married,secondary,no,1863,yes,yes,cellular,14,151,4,-1,0,unknown,no
43,blue-collar,single,primary,no,30,yes,no,unknown,30,379,17,-1,0,unknown,no
30,management,single,tertiary,no,179,no,no,cellular,3,8,4,-1,0,unknown,no
46,housemaid,married,primary,no,4064,no,no,unknown,20,62,4,-1,0,unknown,no
33,blue-collar,married,primary,no,309,yes,no,cellular,15,42,4,-1,0,unknown,no
30,technician,single,tertiary,no,655,no,no,cellular,6,384,2,-1,0,unknown,yes
49,blue-collar,divorced,secondary,no,10613,no,yes,cellular,4,1226,1,-1,0,unknown,yes
36,technician,single,secondary,no,1044,yes,no,cellular,20,15,19,-1,0,unknown,no
33,services,divorced,secondary,no,-395,yes,no,unknown,27,161,2,-1,0,unknown,no
39,blue-collar,married,primary,no,532,yes,no,cellular,31,786,2,-1,0,unknown,no
56,blue-collar,married,primary,no,547,no,no,unknown,9,84,1,-1,0,unknown,no
58,management,married,tertiary,no,37,no,no,cellular,28,236,2,-1,0,unknown,no
33,management,married,tertiary,no,483,yes,no,unknown,14,738,2,-1,0,unknown,no
36,blue-collar,married,secondary,no,539,yes,yes,unknown,5,453,2,-1,0,unknown,no
32,services,married,secondary,no,243,yes,yes,unknown,6,144,1,-1,0,unknown,no
26,technician,single,tertiary,no,2781,yes,no,cellular,30,132,1,-1,0,unknown,no
33,self-employed,married,secondary,no,47,no,no,cellular,19,168,2,-1,0,unknown,no
22,student,single,secondary,no,254,no,no,cellular,13,143,2,-1,0,unknown,yes
46,management,married,tertiary,no,1103,yes,no,cellular,13,185,2,278,3,failure,no
36,management,single,tertiary,no,832,yes,no,cellular,20,237,2,-1,0,unknown,no
60,blue-collar,married,secondary,no,0,no,yes,unknown,5,124,1,-1,0,unknown,no
49,management,divorced,tertiary,no,108,yes,no,cellular,12,288,2,350,2,failure,no
55,admin.,divorced,secondary,no,1693,no,no,cellular,10,247,1,102,3,success,no
44,blue-collar,married,primary,no,0,yes,no,telephone,5,408,2,350,1,failure,no
42,blue-collar,married,secondary,no,525,yes,no,unknown,20,10,6,-1,0,unknown,no
40,technician,married,secondary,no,-396,yes,no,unknown,26,127,1,-1,0,unknown,no
32,blue-collar,married,primary,no,50,yes,no,cellular,13,275,1,370,2,failure,no
51,housemaid,married,primary,no,339,no,no,cellular,4,313,1,-1,0,unknown,no
28,admin.,single,secondary,no,3029,yes,no,cellular,18,58,6,-1,0,unknown,no
51,blue-collar,married,secondary,no,701,yes,no,unknown,15,1051,3,-1,0,unknown,no
37,blue-collar,married,secondary,no,91,yes,no,cellular,18,8,5,-1,0,unknown,no
40,technician,married,tertiary,no,206,no,no,cellular,23,499,6,185,4,success,yes
33,technician,married,secondary,no,6699,no,no,cellular,9,425,1,462,1,failure,no
66,blue-collar,married,primary,no,2552,no,no,telephone,22,186,4,-1,0,unknown,no
44,services,married,tertiary,no,510,yes,no,unknown,5,421,4,-1,0,unknown,no
42,technician,single,tertiary,no,671,yes,no,unknown,16,14,20,-1,0,unknown,no
37,management,single,tertiary,no,3141,no,no,cellular,4,384,2,-1,0,unknown,yes
43,retired,married,secondary,no,520,yes,no,unknown,20,15,13,-1,0,unknown,no
49,unemployed,married,tertiary,no,377,no,no,cellular,22,158,1,59,2,failure,no
73,retired,married,tertiary,no,459,no,no,cellular,17,281,1,-1,0,unknown,yes
49,unemployed,married,primary,no,126,yes,no,cellular,19,184,2,-1,0,unknown,no
35,technician,single,secondary,no,196,yes,no,cellular,21,318,1,-1,0,unknown,no
34,management,married,tertiary,no,589,no,no,cellular,19,125,2,-1,0,unknown,yes
36,management,married,tertiary,no,-2,no,no,cellular,11,242,2,-1,0,unknown,no
40,admin.,single,secondary,no,208,yes,yes,cellular,11,204,2,-1,0,unknown,no
56,blue-collar,single,secondary,no,1187,yes,no,cellular,5,47,2,-1,0,unknown,no
48,management,married,secondary,no,3663,yes,no,telephone,7,25,5,169,1,failure,no
36,self-employed,single,tertiary,no,4752,yes,no,unknown,21,446,2,-1,0,unknown,no
33,technician,married,secondary,no,1029,yes,no,cellular,9,345,5,-1,0,unknown,no
38,management,married,tertiary,no,1101,yes,no,cellular,9,78,2,120,1,failure,no
31,management,divorced,secondary,no,0,yes,no,cellular,15,216,7,-1,0,unknown,no
57,self-employed,married,primary,no,-34,yes,yes,cellular,11,108,6,371,2,failure,no
29,management,single,tertiary,no,187,yes,no,cellular,28,154,2,555,2,failure,no
44,self-employed,divorced,tertiary,no,1070,yes,no,cellular,11,172,1,91,5,success,yes
58,retired,married,tertiary,no,0,no,no,cellular,13,641,4,-1,0,unknown,yes
29,management,married,tertiary,no,16,yes,no,cellular,16,605,6,-1,0,unknown,no
36,services,married,secondary,no,1981,no,no,unknown,17,48,2,-1,0,unknown,no
45,admin.,married,secondary,no,434,no,yes,cellular,24,180,19,-1,0,unknown,no
69,retired,divorced,secondary,no,1806,no,no,cellular,1,148,2,-1,0,unknown,no
54,housemaid,married,tertiary,no,2473,no,no,cellular,5,607,2,-1,0,unknown,yes
32,blue-collar,single,primary,no,315,yes,no,unknown,30,61,2,-1,0,unknown,no
56,self-employed,married,tertiary,no,719,no,no,cellular,27,236,2,-1,0,unknown,no
26,admin.,single,primary,no,528,yes,yes,cellular,11,102,2,-1,0,unknown,no
41,management,married,tertiary,no,15449,no,no,cellular,22,136,9,-1,0,unknown,no
41,admin.,married,primary,no,1316,yes,no,cellular,30,127,3,-1,0,unknown,no
36,management,single,secondary,no,1898,yes,no,cellular,22,243,4,-1,0,unknown,no
28,admin.,single,secondary,no,-181,yes,yes,cellular,7,429,2,343,4,failure,no
50,retired,married,secondary,no,1047,no,no,cellular,21,98,5,-1,0,unknown,no
34,entrepreneur,married,primary,no,1188,yes,no,cellular,18,1503,11,-1,0,unknown,no
40,technician,single,secondary,no,-239,no,no,cellular,13,399,2,-1,0,unknown,no
30,management,single,tertiary,no,112,yes,no,unknown,7,245,1,-1,0,unknown,no
35,management,single,tertiary,no,1750,yes,no,cellular,21,333,3,-1,0,unknown,yes
22,self-employed,single,tertiary,no,780,no,no,cellular,17,272,3,-1,0,unknown,yes
40,entrepreneur,single,secondary,no,5,no,yes,cellular,15,117,3,-1,0,unknown,no
45,admin.,married,secondary,no,251,yes,no,cellular,5,304,2,259,2,failure,no
43,self-employed,married,secondary,no,0,no,no,cellular,25,399,2,-1,0,unknown,no
29,blue-collar,single,secondary,no,8079,no,yes,cellular,10,171,1,-1,0,unknown,no
33,management,single,tertiary,no,-2,no,yes,cellular,25,147,6,-1,0,unknown,no
42,technician,married,secondary,no,122,yes,no,cellular,6,74,2,-1,0,unknown,no
28,unemployed,married,primary,no,7459,yes,no,cellular,2,981,5,269,2,failure,yes
38,management,married,tertiary,no,165,yes,no,cellular,17,526,1,260,2,other,yes
34,management,single,tertiary,no,2633,yes,no,cellular,21,705,6,-1,0,unknown,yes
43,management,married,unknown,no,275,no,no,cellular,9,109,2,339,2,failure,no
25,admin.,single,secondary,no,122,yes,no,cellular,7,481,2,-1,0,unknown,yes
47,blue-collar,married,secondary,no,5041,no,no,cellular,20,184,1,-1,0,unknown,no
55,housemaid,married,primary,no,211,no,no,cellular,18,111,3,-1,0,unknown,no
32,management,married,tertiary,no,423,no,no,cellular,22,212,17,-1,0,unknown,no
36,admin.,married,tertiary,no,1145,yes,no,cellular,29,75,1,239,2,failure,no
24,blue-collar,single,unknown,no,431,yes,no,unknown,3,108,12,-1,0,unknown,no
43,technician,married,secondary,no,227,yes,yes,cellular,19,124,2,-1,0,unknown,no
45,admin.,married,secondary,no,476,no,no,cellular,6,356,1,364,1,other,yes
28,self-employed,single,secondary,no,-395,yes,no,unknown,30,141,4,-1,0,unknown,no
35,services,married,secondary,no,70,yes,yes,cellular,8,197,1,350,4,failure,no
20,student,single,unknown,no,755,no,no,cellular,29,284,1,-1,0,unknown,yes
43,management,married,secondary,no,375,yes,no,unknown,6,196,2,-1,0,unknown,no
44,management,single,tertiary,no,-1313,yes,yes,cellular,15,104,10,-1,0,unknown,no
33,admin.,single,secondary,no,0,yes,no,cellular,14,166,3,-1,0,unknown,no
31,management,married,tertiary,no,351,no,no,cellular,21,165,3,-1,0,unknown,no
29,blue-collar,married,secondary,yes,-643,yes,no,cellular,18,277,1,-1,0,unknown,no
33,management,married,tertiary,no,22867,yes,no,cellular,10,165,1,92,5,success,no
32,admin.,married,tertiary,no,118,no,no,unknown,29,358,10,-1,0,unknown,no
34,self-employed,single,tertiary,no,1129,yes,no,unknown,21,103,2,-1,0,unknown,no
50,technician,married,secondary,no,156,no,yes,cellular,14,1130,3,-1,0,unknown,yes
31,management,single,tertiary,no,1675,no,no,cellular,2,114,2,363,1,failure,no
50,blue-collar,divorced,secondary,no,41,yes,no,unknown,6,190,1,-1,0,unknown,no
37,technician,married,secondary,no,1784,yes,no,cellular,6,372,1,-1,0,unknown,no
43,technician,single,tertiary,no,4243,yes,no,unknown,23,30,10,-1,0,unknown,no
56,management,married,tertiary,no,1407,no,no,cellular,1,388,1,-1,0,unknown,no
61,self-employed,divorced,tertiary,no,6610,no,no,cellular,24,481,2,-1,0,unknown,yes
25,student,single,tertiary,no,5,no,no,cellular,29,138,1,-1,0,unknown,no
54,blue-collar,married,secondary,no,1636,no,no,telephone,20,1008,2,-1,0,unknown,yes
43,blue-collar,married,secondary,no,1324,yes,no,telephone,12,179,5,-1,0,unknown,no
26,services,single,secondary,no,256,yes,no,cellular,4,101,2,-1,0,unknown,no
36,technician,married,secondary,no,-531,no,no,cellular,14,205,3,-1,0,unknown,no
40,management,married,tertiary,no,-130,yes,no,unknown,28,154,2,-1,0,unknown,no
41,unknown,single,primary,no,2398,yes,no,unknown,8,287,2,-1,0,unknown,no
51,unemployed,married,secondary,no,760,yes,no,unknown,14,411,1,-1,0,unknown,no
26,admin.,single,secondary,no,0,yes,no,cellular,8,339,1,66,3,other,no
50,blue-collar,married,primary,no,1617,no,no,cellular,26,55,4,-1,0,unknown,no
30,technician,single,tertiary,no,1081,no,no,cellular,6,377,2,-1,0,unknown,no
35,technician,married,secondary,no,700,yes,no,unknown,23,240,2,-1,0,unknown,no
47,blue-collar,married,secondary,no,39,yes,no,unknown,15,160,1,-1,0,unknown,no
31,services,married,secondary,yes,-455,no,yes,cellular,16,168,2,-1,0,unknown,no
34,admin.,married,secondary,no,641,yes,yes,unknown,16,467,1,-1,0,unknown,no
44,technician,single,secondary,no,2403,yes,no,unknown,30,158,1,-1,0,unknown,no
35,management,married,tertiary,no,8,no,no,cellular,23,93,3,-1,0,unknown,yes
55,retired,divorced,primary,no,1420,no,no,unknown,23,655,4,-1,0,unknown,no
29,self-employed,single,tertiary,no,270,yes,no,cellular,15,94,5,274,11,failure,no
57,management,divorced,tertiary,no,6468,yes,no,cellular,4,730,1,157,4,failure,yes
47,blue-collar,divorced,primary,no,1927,yes,no,cellular,5,130,4,275,3,failure,no
48,technician,married,secondary,no,164,no,no,cellular,27,76,4,-1,0,unknown,no
36,admin.,married,secondary,no,3268,no,no,cellular,9,429,2,-1,0,unknown,no
40,technician,divorced,tertiary,no,4736,yes,no,cellular,11,285,2,-1,0,unknown,yes
32,technician,divorced,secondary,no,273,yes,no,unknown,4,204,1,-1,0,unknown,no
44,management,married,tertiary,no,-692,no,yes,cellular,21,52,2,-1,0,unknown,no
67,retired,married,primary,no,8465,no,no,cellular,26,234,1,-1,0,unknown,no
44,management,married,tertiary,no,70,no,no,cellular,20,165,3,-1,0,unknown,no
56,management,married,tertiary,no,830,yes,yes,unknown,6,1201,1,-1,0,unknown,yes
33,technician,married,secondary,no,3470,no,no,cellular,11,285,2,-1,0,unknown,no
34,technician,married,secondary,no,806,no,no,cellular,19,253,3,458,1,success,yes
62,management,married,tertiary,no,557,no,no,cellular,14,185,1,-1,0,unknown,yes
52,admin.,married,secondary,no,146,yes,yes,cellular,13,108,1,-1,0,unknown,no
46,unemployed,married,secondary,no,46,no,no,telephone,29,74,2,-1,0,unknown,no
55,blue-collar,married,primary,no,512,no,no,cellular,5,1200,2,-1,0,unknown,yes
34,technician,single,secondary,no,202,yes,no,cellular,21,114,2,-1,0,unknown,no
29,management,married,tertiary,no,991,no,no,cellular,7,109,2,-1,0,unknown,no
29,blue-collar,single,secondary,no,2891,yes,no,cellular,7,293,1,-1,0,unknown,no
51,management,single,tertiary,no,4305,yes,no,cellular,4,126,1,-1,0,unknown,no
48,blue-collar,married,primary,no,-254,yes,no,cellular,7,210,2,346,1,other,no
80,retired,married,primary,no,2994,no,no,cellular,6,320,1,-1,0,unknown,no
42,management,married,tertiary,no,372,yes,no,cellular,3,654,2,-1,0,unknown,yes
53,admin.,married,secondary,no,257,no,no,cellular,5,222,1,-1,0,unknown,no
52,management,married,tertiary,no,732,no,no,telephone,4,48,1,-1,0,unknown,no
30,management,single,tertiary,no,3473,no,no,cellular,12,1209,2,-1,0,unknown,yes
54,management,married,tertiary,no,2819,no,no,cellular,7,123,3,-1,0,unknown,no
35,housemaid,married,secondary,no,495,no,no,cellular,14,414,4,-1,0,unknown,no
37,entrepreneur,married,tertiary,no,1649,no,yes,cellular,1,140,3,-1,0,unknown,yes
48,management,married,secondary,no,0,no,no,cellular,19,20,4,-1,0,unknown,no
53,unknown,married,unknown,no,1347,no,no,unknown,5,92,2,-1,0,unknown,no
29,housemaid,married,secondary,no,1082,no,yes,cellular,30,77,4,-1,0,unknown,no
46,housemaid,divorced,primary,no,2291,no,no,unknown,17,218,1,-1,0,unknown,no
29,technician,single,secondary,no,359,yes,no,cellular,8,604,1,-1,0,unknown,no
48,blue-collar,married,secondary,no,0,no,no,cellular,6,311,5,-1,0,unknown,no
69,retired,divorced,secondary,no,344,no,no,cellular,4,55,2,-1,0,unknown,no
49,management,single,tertiary,no,354,yes,no,unknown,19,166,3,-1,0,unknown,no
36,technician,married,secondary,no,569,yes,no,cellular,9,265,1,323,5,failure,no
31,admin.,married,unknown,yes,-310,yes,no,unknown,28,433,3,-1,0,unknown,no
34,self-employed,single,tertiary,no,72,yes,no,unknown,2,69,1,-1,0,unknown,no
57,services,single,secondary,no,1430,yes,no,unknown,3,666,5,-1,0,unknown,no
35,housemaid,married,secondary,no,14000,no,no,unknown,9,121,2,-1,0,unknown,no
34,technician,single,secondary,no,1866,no,no,cellular,8,134,3,185,1,failure,no
32,technician,single,tertiary,no,471,no,no,cellular,14,67,1,-1,0,unknown,no
52,housemaid,married,primary,no,994,no,no,cellular,17,188,3,-1,0,unknown,no
36,services,single,secondary,no,-295,yes,yes,unknown,27,132,3,-1,0,unknown,no
32,blue-collar,married,secondary,no,150,no,no,cellular,5,210,1,-1,0,unknown,no
31,blue-collar,single,unknown,no,461,yes,no,cellular,7,462,1,-1,0,unknown,no
31,services,single,secondary,no,181,no,no,cellular,12,182,1,104,1,success,yes
33,management,married,tertiary,no,113,yes,no,unknown,5,101,11,-1,0,unknown,no
39,entrepreneur,married,tertiary,no,5848,yes,no,cellular,19,55,1,-1,0,unknown,no
32,technician,married,tertiary,no,43,no,no,cellular,22,154,5,-1,0,unknown,no
60,retired,married,primary,no,8025,no,no,cellular,28,194,1,-1,0,unknown,no
55,housemaid,married,primary,no,1537,no,no,unknown,19,359,1,-1,0,unknown,no
43,management,single,tertiary,no,1304,no,no,cellular,6,501,2,-1,0,unknown,yes
33,admin.,single,secondary,no,2557,yes,no,cellular,18,186,1,-1,0,unknown,no
51,entrepreneur,married,secondary,no,934,yes,yes,cellular,14,164,3,-1,0,unknown,no
47,blue-collar,married,primary,no,-301,yes,no,cellular,5,277,1,-1,0,unknown,no
52,services,married,secondary,no,10021,no,no,cellular,20,174,1,-1,0,unknown,no
33,management,married,tertiary,no,641,yes,no,cellular,13,347,2,-1,0,unknown,no
30,services,single,secondary,no,566,no,no,cellular,5,110,1,-1,0,unknown,no
30,technician,married,secondary,no,4733,yes,no,unknown,21,81,2,-1,0,unknown,no
34,technician,single,secondary,no,559,no,no,cellular,22,259,2,-1,0,unknown,no
37,blue-collar,single,secondary,no,5742,yes,yes,cellular,30,588,1,-1,0,unknown,no
54,admin.,married,secondary,no,0,yes,no,cellular,29,46,1,-1,0,unknown,no
36,blue-collar,married,secondary,no,2426,yes,no,cellular,20,308,1,-1,0,unknown,no
41,services,married,primary,no,4903,yes,no,cellular,19,223,2,-1,0,unknown,no
41,blue-collar,married,secondary,no,2689,yes,no,cellular,15,135,1,-1,0,unknown,yes
45,admin.,married,primary,no,-407,yes,yes,cellular,29,503,2,224,18,other,no
55,entrepreneur,divorced,tertiary,no,1730,no,no,cellular,22,156,3,-1,0,unknown,no
38,admin.,married,secondary,no,0,yes,no,cellular,8,175,2,-1,0,unknown,no
45,blue-collar,single,secondary,no,0,yes,no,cellular,26,1472,1,192,4,failure,yes
50,blue-collar,married,primary,no,4979,no,no,telephone,6,180,1,-1,0,unknown,yes
59,blue-collar,married,secondary,no,5314,yes,no,cellular,5,200,3,-1,0,unknown,no
39,admin.,married,secondary,no,260,yes,no,cellular,11,175,2,116,2,failure,yes
30,technician,married,secondary,no,484,yes,no,unknown,6,703,1,-1,0,unknown,yes
34,management,married,tertiary,no,0,yes,yes,cellular,10,129,1,-1,0,unknown,no
48,blue-collar,married,secondary,no,2345,yes,yes,cellular,5,306,2,-1,0,unknown,no
61,retired,married,primary,no,2863,no,no,cellular,13,264,1,-1,0,unknown,no
38,services,married,unknown,no,10189,yes,no,cellular,18,482,2,-1,0,unknown,no
59,admin.,married,secondary,no,0,yes,no,cellular,10,982,1,-1,0,unknown,yes
71,retired,married,primary,no,4657,no,no,cellular,16,93,5,-1,0,unknown,yes
40,management,married,secondary,no,9047,yes,no,cellular,21,527,1,95,2,other,no
40,services,married,secondary,no,1358,no,no,unknown,19,96,1,-1,0,unknown,no
26,blue-collar,married,secondary,no,490,yes,no,unknown,23,82,5,-1,0,unknown,no
29,management,single,tertiary,no,2955,no,no,cellular,29,226,2,-1,0,unknown,yes
28,student,single,secondary,no,459,no,no,cellular,16,83,13,-1,0,unknown,no
56,blue-collar,divorced,secondary,no,486,yes,no,unknown,18,577,4,-1,0,unknown,no
44,management,married,tertiary,no,119,yes,no,cellular,10,67,1,-1,0,unknown,no
55,entrepreneur,divorced,secondary,no,538,yes,no,cellular,7,353,2,-1,0,unknown,yes
37,services,married,secondary,yes,-954,yes,no,unknown,21,111,3,-1,0,unknown,no
33,admin.,married,secondary,no,0,yes,no,cellular,17,78,1,-1,0,unknown,no
29,admin.,single,secondary,no,124,no,no,cellular,2,94,1,5,2,other,no
44,self-employed,married,tertiary,no,292,yes,no,unknown,6,162,1,-1,0,unknown,no
29,management,single,tertiary,no,92,no,no,cellular,2,101,1,92,5,success,no
45,technician,married,secondary,no,1629,no,no,cellular,18,58,4,-1,0,unknown,no
51,unknown,married,unknown,no,167,no,no,unknown,18,205,4,-1,0,unknown,no
35,management,married,tertiary,no,810,no,no,unknown,11,124,4,-1,0,unknown,no
56,technician,married,primary,no,0,yes,yes,cellular,24,84,1,-1,0,unknown,no
30,management,single,tertiary,no,508,no,yes,cellular,19,70,4,-1,0,unknown,no
38,self-employed,married,secondary,no,736,yes,no,unknown,20,775,1,-1,0,unknown,no
35,admin.,married,secondary,no,214,yes,yes,unknown,5,247,1,-1,0,unknown,no
52,blue-collar,divorced,primary,no,-191,yes,no,unknown,15,755,1,-1,0,unknown,yes
44,technician,single,secondary,no,-27,yes,yes,unknown,14,100,3,-1,0,unknown,no
38,technician,single,secondary,no,4723,yes,no,cellular,13,187,2,-1,0,unknown,no
34,management,married,tertiary,no,11,yes,no,cellular,17,654,1,-1,0,unknown,no
73,retired,married,primary,no,796,no,no,cellular,23,888,1,182,3,success,yes
64,retired,divorced,primary,no,315,no,no,cellular,17,154,1,-1,0,unknown,yes
23,student,single,tertiary,no,250,yes,no,unknown,12,166,2,-1,0,unknown,no
58,management,married,tertiary,no,1384,yes,no,cellular,27,342,1,-1,0,unknown,yes
38,technician,single,tertiary,no,1674,no,no,cellular,18,333,1,-1,0,unknown,no
33,blue-collar,single,secondary,no,-367,yes,yes,cellular,21,225,3,-1,0,unknown,no
51,retired,divorced,tertiary,no,126,no,yes,unknown,6,152,1,-1,0,unknown,no
36,management,married,tertiary,no,105,no,no,cellular,28,76,1,-1,0,unknown,no
